Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Primary Use Encoded,cluster_kmeans,cluster_hierarchical,cluster_dbscan,cluster_gmm,cluster_spectral
22,1,5,7,0,6.8,43.2,94.6,24,3.3,9758,6.3,2.4,1606,3,3,1,0,0,0,0
33,0,7,3,0,4.3,5.6,88.7,165,1.7,3515,4.6,1.8,362,4,4,1,0,0,0,0
40,0,3,2,0,1.2,39.4,284.1,135,2,9108,5.4,3.7,1587,2,2,1,0,0,0,0
19,0,9,3,0,10.8,40.2,77.1,173,4.6,9575,2.4,4.9,462,3,3,0,0,0,0,0
46,1,4,7,0,6.8,18.3,183.6,120,4.6,6835,5.4,2,1048,0,0,0,0,0,0,0
27,2,1,8,0,3.9,42.5,165.2,168,5.8,2884,3.7,0.3,867,4,4,3,0,0,0,0
50,2,8,6,0,5.7,10.6,68.4,113,4,9932,4.4,1.9,1093,0,0,3,0,0,0,0
60,1,9,7,0,9.7,20.5,74.6,193,5.5,6515,0.9,1.2,1663,2,2,0,0,0,0,0
55,1,7,5,0,9.6,49.4,87.2,106,3,6001,3.9,1.8,1262,1,1,0,0,0,0,0
58,0,3,5,0,9.9,14.2,194.6,96,2.3,7592,5.3,3.2,901,1,1,0,0,0,0,0
31,0,1,8,0,1.8,47,174.3,80,4.6,8025,6.5,3.9,156,1,1,1,0,0,0,0
31,2,5,3,0,7.1,36.1,121.1,200,5.8,4597,1,3.5,1979,1,1,3,0,0,0,0
18,1,4,1,0,7.6,43.6,228.3,191,1.2,2661,4,2.3,223,0,0,0,0,0,0,0
33,0,1,7,0,6.8,4.1,172.8,76,0.5,1130,1.7,0.2,1940,1,1,0,0,0,0,0
50,2,3,6,0,10.9,13.3,286,97,1.2,2554,5.4,2.8,1592,2,2,3,0,0,0,0
35,1,3,3,0,3.1,48.1,76.6,109,1.9,4580,2.4,0.9,1209,3,3,1,0,0,0,0
49,1,5,5,0,3.2,14.2,67.4,194,1.4,7413,3.1,0.8,1590,0,0,1,0,0,0,0
49,0,0,7,0,9.1,46,20.4,171,1.5,2680,7.9,2.5,1563,0,0,0,0,0,0,0
44,2,3,3,0,6.6,34.8,177.7,190,3.6,5837,2.7,4.6,1287,1,1,3,0,0,0,0
39,0,9,9,0,2.8,30.2,228.1,121,1,2063,6.1,2.7,1061,2,2,1,0,0,0,0
43,1,0,0,1,10,16.7,136.1,61,5.4,2717,2,1.4,1065,3,3,2,1,1,1,1
25,2,2,0,1,7.6,3,43.7,72,3.6,4408,7.6,1.6,648,0,0,2,1,1,1,1
34,1,0,0,1,10.2,27.7,73.7,121,6,270,3.4,3.6,370,0,0,2,1,1,1,1
27,0,5,7,0,10.7,42.6,29.1,123,2.2,7393,4.7,2.5,688,3,3,0,0,0,0,0
39,2,5,2,0,7.4,5,255.5,133,2.7,4011,7.4,4.2,914,3,3,3,0,0,0,0
20,1,9,8,0,8.3,13.1,258.3,99,3.4,2055,7.4,2.9,1748,0,0,0,0,0,0,0
19,1,9,2,0,1.3,37.2,43.1,128,4.7,9321,0.9,1.7,666,4,4,1,0,0,0,0
20,2,2,2,0,2.4,37.7,118.4,49,5.8,6770,6.3,2.9,484,0,0,3,0,0,0,0
29,0,1,8,0,4.6,44.4,24.9,53,1.3,968,1.5,1.2,131,1,1,1,0,0,0,0
22,0,2,6,0,11.3,28.9,132.2,126,0.9,168,6.7,0.9,1301,1,1,0,0,0,0,0
55,2,2,9,0,10.2,5.1,72.6,89,1.1,1972,5.1,3.6,290,2,2,3,0,0,0,0
19,2,8,1,0,6.8,31.8,150.8,141,2,9646,0.7,3.1,1350,4,4,3,0,0,0,0
51,1,0,2,0,4.9,15,114,94,5.8,3554,4.7,2.5,1182,4,4,1,0,0,0,0
39,2,1,6,0,9.6,13,173.6,183,3.3,8330,1.2,3.7,1191,1,1,3,0,0,0,0
53,2,5,1,0,11.1,33.7,68.4,114,1.1,3298,0.8,3.7,520,2,2,3,0,0,0,0
40,2,6,4,0,7,43.5,204.5,169,0.5,5524,6.3,2.4,1989,1,1,3,0,0,0,0
43,1,0,6,0,1.8,45.3,232.6,89,2,2511,4.3,5,1388,4,4,1,0,0,0,0
15,1,0,2,0,5.7,49.1,264.2,39,2.6,3555,0.5,2.7,512,0,0,1,0,0,0,0
56,1,0,6,0,11.7,18.4,183.1,127,3.8,124,1.9,0.2,1319,3,3,0,0,0,0,0
28,2,7,9,0,11.8,41,189.7,147,3.8,8626,3.7,1.6,197,2,2,3,0,0,0,0
34,1,5,4,0,9.7,4,164.8,79,1.2,4796,5.2,2.3,593,2,2,0,0,0,0,0
50,2,8,6,0,3.9,43.6,183.5,136,5.8,8981,6.2,1.6,158,1,1,3,0,0,0,0
37,2,9,9,0,3.2,2.2,85.6,186,0.7,9829,6.6,0.8,120,0,0,3,0,0,0,0
46,1,5,6,0,9.6,47,190.7,27,4,5082,3.2,3.5,570,0,0,0,0,0,0,0
42,0,5,5,0,2.6,28.5,84.5,112,2.2,276,7.8,2.1,332,1,1,1,0,0,0,0
55,2,3,3,0,4.8,6.9,180.5,51,2,2557,3.4,3.5,142,4,4,3,0,0,0,0
32,0,1,1,0,10.6,21.4,148.7,78,4.2,2683,0.9,3.2,1585,1,1,0,0,0,0,0
35,1,0,2,0,2.5,30.7,5.2,151,5.8,8027,4.1,1.5,827,0,0,1,0,0,0,0
38,2,6,6,0,5.4,42.5,286.5,134,6,266,6.8,4.1,570,4,4,3,0,0,0,0
48,0,9,9,0,10.4,13.8,272.1,182,1.2,4845,4.5,3.8,632,4,4,0,0,0,0,0
45,2,9,1,0,3.2,14.9,91.7,99,5.4,4722,3.4,4.6,136,1,1,3,0,0,0,0
16,2,4,7,0,11.4,19.5,222.7,130,3.7,3097,3.3,4.6,1836,4,4,3,0,0,0,0
46,0,3,0,1,6,23.8,121.4,162,2.3,7986,5.7,4.2,1171,4,4,2,1,1,1,1
38,2,9,8,0,4.9,7.4,41.6,51,5.5,1875,4.4,1.3,1495,4,4,3,0,0,0,0
58,2,8,3,0,10.5,25.5,176.9,29,1.1,8017,4.9,1,1895,2,2,3,0,0,0,0
38,1,5,2,0,8.6,39.2,23.6,174,2.2,4356,3.6,1.6,308,0,0,0,0,0,0,0
34,1,2,3,0,11.2,9.2,175.3,88,1.7,3130,2.2,0.6,797,3,3,0,0,0,0,0
23,0,5,9,0,11.6,34.2,213.3,175,1.5,3788,3.2,4.9,1633,0,0,0,0,0,0,0
44,2,4,7,0,6.9,6.3,195.7,64,2.7,4657,1,2.5,712,1,1,3,0,0,0,0
45,0,9,7,0,5.4,6,47.9,165,5,1326,0.7,2.5,1219,4,4,1,0,0,0,0
44,1,8,1,0,1.6,28.1,255.9,76,2.6,4419,2.9,1.4,1995,0,0,1,0,0,0,0
21,1,5,3,0,3.3,11.3,202.2,123,4.2,8453,5.1,3.9,675,3,3,1,0,0,0,0
59,0,7,0,1,8.9,30,148.5,70,1.4,8699,1.4,0.9,1323,0,0,2,1,1,1,1
34,2,8,8,0,4.1,41.3,164.8,121,2.2,1019,3.1,0.8,804,2,2,3,0,0,0,0
58,0,8,8,0,7,30.2,27.4,190,2,6135,6.1,0.5,419,4,4,0,0,0,0,0
49,2,8,2,0,10.1,33.1,231.3,29,3.3,6446,4.7,2.8,1359,2,2,3,0,0,0,0
56,2,9,4,0,1.5,46.6,16.8,18,5.6,9265,3.3,3.5,1027,4,4,3,0,0,0,0
26,0,3,1,0,4.4,32.1,124.1,179,4.4,6092,1.6,3,1830,1,1,1,0,0,0,0
52,1,8,1,0,11.8,16.3,90.1,10,5.2,8235,4.7,1.1,633,3,3,0,0,0,0,0
59,1,9,1,0,10.7,22.4,106.3,118,4.6,5792,2.4,2.1,611,4,4,0,0,0,0,0
26,1,3,3,0,11.4,35.1,111,55,2.1,6298,6,4.2,189,3,3,0,0,0,0,0
60,2,7,1,0,7.6,37,135.2,110,2.7,4866,5.6,3.5,1288,0,0,3,0,0,0,0
39,0,8,8,0,2.1,36,147.7,67,1.6,6865,1.5,0.4,249,0,0,1,0,0,0,0
16,0,8,4,0,6.8,27.6,77.7,197,5.1,2616,0.8,1.4,287,3,3,0,0,0,0,0
60,2,5,8,0,7.6,24.1,15.5,152,3,9389,3.9,0.7,525,3,3,3,0,0,0,0
32,0,5,6,0,5,14,149.8,55,0.7,6427,4.7,2.8,215,1,1,1,0,0,0,0
57,2,5,8,0,5.5,38.6,44.3,111,1.3,437,4.5,3.9,1367,4,4,3,0,0,0,0
46,0,2,4,0,6.6,14.5,272.8,58,3.6,2855,4.8,1.7,635,4,4,1,0,0,0,0
33,1,9,5,0,4,4.6,65.5,159,4.5,7318,7.8,2,817,2,2,1,0,0,0,0
50,1,0,7,0,5,46.6,38.9,114,2.2,4278,2.8,0.2,231,0,0,1,0,0,0,0
32,2,2,8,0,9,46.9,254.1,178,4.9,948,6.5,4.7,148,4,4,3,0,0,0,0
32,1,6,3,0,11,27.2,136.7,67,5.5,2067,3.5,4.9,1572,0,0,0,0,0,0,0
26,1,3,2,0,8.9,18.4,66.1,185,2.8,7722,3.3,0.7,210,1,1,0,0,0,0,0
35,0,9,6,0,4.8,16,177.2,40,3.3,4454,5.3,4.7,901,4,4,1,0,0,0,0
48,1,8,1,0,4.1,40.6,137.4,105,3.4,4261,2.3,0.4,994,3,3,1,0,0,0,0
40,0,1,8,0,9,1.9,226.3,104,4.2,822,1,3.6,1633,0,0,0,0,0,0,0
48,1,3,3,0,9.8,12.9,8.4,77,0.5,3031,1.2,1.8,120,0,0,0,0,0,0,0
56,1,7,0,1,4,22.3,134.9,52,2.6,1555,2,1,1651,3,3,2,1,1,1,1
34,0,9,6,0,7.5,13.7,79.4,55,1.3,5944,6.7,0.9,1012,4,4,0,0,0,0,0
39,0,9,3,0,11.1,20.6,11.8,121,3.7,2085,4.8,2.8,1896,3,3,0,0,0,0,0
45,2,3,5,0,9.2,4.3,298.9,27,2.9,9100,7.8,4.9,1138,1,1,3,0,0,0,0
22,0,6,1,0,8,41,250.6,99,2.5,2024,2.5,4.2,1517,3,3,0,0,0,0,0
24,2,7,2,0,2,34.5,101.1,167,3.5,8193,4.4,0.9,1875,3,3,3,0,0,0,0
38,1,9,4,0,11.2,45.5,178,69,3.8,5900,3.9,1.3,1238,2,2,0,0,0,0,0
43,2,3,2,0,6.3,13.3,43,99,5.2,2267,2,2,1294,2,2,3,0,0,0,0
57,0,6,4,0,3.5,37.8,180,132,0.8,2107,3.2,4.1,341,2,2,1,0,0,0,0
31,1,6,4,0,2,32.4,17.6,23,1.8,1860,1.4,1.2,1523,0,0,1,0,0,0,0
57,0,2,6,0,11.1,27.6,47.5,81,5.8,3500,1.1,1,944,0,0,0,0,0,0,0
55,2,1,5,0,1.5,20.4,185.8,166,1.8,1244,1.5,1.8,762,0,0,3,0,0,0,0
21,0,8,9,0,4.2,46.5,231.2,112,5.7,6394,2.2,4.6,882,1,1,1,0,0,0,0
45,1,4,5,0,9.8,46.8,252.5,44,1.7,8401,1.3,1.6,324,4,4,0,0,0,0,0
46,1,8,1,0,8.1,14.6,206.4,60,3,6710,2.5,2.7,451,1,1,0,0,0,0,0
26,0,7,1,0,3.3,26.7,153.6,78,5.7,2020,6.5,1.3,345,0,0,1,0,0,0,0
54,2,8,7,0,9.1,3.3,126.6,82,4.1,5922,2.5,4.6,320,1,1,3,0,0,0,0
37,0,3,1,0,11.3,11.9,134.9,120,2,5167,6.1,3.1,797,3,3,0,0,0,0,0
49,2,3,6,0,9.9,7.7,106.8,179,4.6,7740,0.7,1.7,1255,1,1,3,0,0,0,0
47,0,5,8,0,6.6,35.7,55.4,53,4.2,4101,2,1.2,570,4,4,0,0,0,0,0
23,2,2,0,1,8,19.9,282.7,152,2.2,5346,0.6,1.5,511,4,4,2,1,1,1,1
23,0,7,0,1,1.1,46.6,244.7,154,1.9,9463,6.7,1,1616,3,3,2,1,1,1,1
49,2,5,9,0,1,38,135.7,96,3.3,6987,7.6,1.3,886,0,0,3,0,0,0,0
16,1,3,6,0,3.9,8.6,203.1,153,4.3,8054,0.6,0.6,715,0,0,1,0,0,0,0
22,2,1,2,0,3.4,14.2,201.1,94,3.1,8137,0.7,3.3,163,0,0,3,0,0,0,0
28,1,0,5,0,3.9,33.1,274,123,4.3,4792,2.2,4,1142,3,3,1,0,0,0,0
45,1,3,6,0,11,48.7,168.1,131,4.9,6181,0.7,0.5,642,1,1,0,0,0,0,0
27,1,6,2,0,9.9,9.9,103.5,37,5.1,2259,3.7,0.9,227,3,3,0,0,0,0,0
35,0,1,9,0,2.2,10.1,228.4,72,3.6,9259,2.4,3.3,815,4,4,1,0,0,0,0
26,0,5,7,0,10,46.7,197.4,58,3.9,9738,3.2,1.6,1300,2,2,0,0,0,0,0
23,1,8,6,0,7.7,47.1,39.2,62,3.9,1133,4.7,3.3,253,1,1,0,0,0,0,0
40,2,9,8,0,1.6,31.5,133,137,2.6,3755,4.2,1.1,1869,3,3,3,0,0,0,0
36,1,3,7,0,1.7,12.6,260.8,32,5.6,3180,1,0.6,1141,0,0,1,0,0,0,0
24,2,6,6,0,3.8,19.1,290.1,117,5.8,546,7.1,1.1,1578,4,4,3,0,0,0,0
28,2,3,2,0,10.7,46.2,198.7,184,4.7,1812,2.3,4.9,1982,1,1,3,0,0,0,0
19,2,2,4,0,10.2,7.8,272.7,44,2.9,1314,7.7,4.7,1397,4,4,3,0,0,0,0
18,2,6,3,0,2.7,42.8,14.9,22,6,8131,2.6,0.8,1295,4,4,3,0,0,0,0
19,1,0,7,0,6,39,65.2,51,3.4,4745,7.9,4.8,1503,3,3,1,0,0,0,0
36,0,1,6,0,3.5,3.1,78.6,161,0.6,4695,6.1,3,739,0,0,1,0,0,0,0
58,1,6,0,1,9.4,15.8,172.7,19,5.4,4311,3.7,3.9,437,4,4,2,1,1,1,1
41,0,9,6,0,8.1,30.6,80.3,154,3,8346,1.5,3.2,896,1,1,0,0,0,0,0
26,0,8,4,0,4,38.5,119.7,141,3.7,8358,4.6,3.3,510,2,2,1,0,0,0,0
59,2,6,8,0,8.9,11.7,97.6,150,3.9,4106,5.9,0,159,4,4,3,0,0,0,0
38,1,4,7,0,2.5,48.8,229.1,46,3,4889,5.8,0.3,903,2,2,1,0,0,0,0
30,1,8,5,0,2.7,12.5,158.6,18,4.7,3117,1.1,3.9,904,3,3,1,0,0,0,0
51,1,3,1,0,1.4,44.4,191.5,36,2.9,4276,5.9,0.7,1266,0,0,1,0,0,0,0
42,1,4,5,0,2,9.5,165.4,157,3.6,1790,5.5,3.1,618,0,0,1,0,0,0,0
31,1,7,3,0,5.3,3.4,215.1,89,1.6,3459,3.1,2.2,530,0,0,1,0,0,0,0
57,0,4,6,0,4.8,32.7,45.6,27,4.3,9321,1.9,2.3,158,1,1,1,0,0,0,0
40,2,0,9,0,9.4,42,187.7,112,5.9,4828,3.8,0.3,883,2,2,3,0,0,0,0
28,2,1,1,0,5,26.1,288.6,148,2.2,7967,4.7,0.9,304,4,4,3,0,0,0,0
58,0,7,1,0,6.4,21.5,125.7,160,4.7,7421,5.5,4.2,937,1,1,1,0,0,0,0
16,0,3,4,0,8.1,37.5,194.8,200,6,1075,2.5,4.7,661,3,3,0,0,0,0,0
15,2,0,8,0,4.9,36.7,107.8,173,2.1,1168,2.9,2.5,1188,2,2,3,0,0,0,0
51,0,9,2,0,2.6,43,66,34,4,4223,2.1,0.9,1118,2,2,1,0,0,0,0
49,2,3,3,0,3.5,10.6,241.4,103,5.2,1922,2.7,4.6,1248,2,2,3,0,0,0,0
15,0,1,9,0,11.2,9.6,178.9,47,2.2,4173,2.6,4.5,496,0,0,0,0,0,0,0
59,2,0,2,0,8.4,22.2,259.1,12,4.2,201,5.7,2.9,1545,1,1,3,0,0,0,0
26,2,1,3,0,6.2,10.8,91,29,4.3,9236,4.3,1.6,771,0,0,3,0,0,0,0
46,0,0,9,0,11.8,36.2,241.7,37,2.6,9600,2.1,0.7,851,0,0,0,0,0,0,0
46,1,1,6,0,8.6,7.2,30.8,21,1.6,1079,6.4,0.1,1791,3,3,0,0,0,0,0
47,0,3,8,0,3.8,39.8,119.4,138,0.7,8576,4.5,3,1164,0,0,1,0,0,0,0
44,1,9,3,0,11.6,24.7,115.8,71,4,6953,4.9,3.6,1691,0,0,0,0,0,0,0
34,0,1,6,0,6.6,6.5,231.6,36,3.8,5676,1.8,3.5,1412,1,1,0,0,0,0,0
30,0,3,8,0,5.3,17.2,142.9,57,3.3,8165,6.7,2.2,1160,3,3,1,0,0,0,0
17,1,0,6,0,6.2,32,170.4,125,2.1,9096,4.2,4,732,3,3,0,0,0,0,0
39,1,1,3,0,4.4,2,89.6,52,4.4,3496,2.2,1,198,2,2,1,0,0,0,0
29,1,7,3,0,6,28.5,149.5,119,0.7,2294,5.8,2.7,476,2,2,1,0,0,0,0
52,0,1,7,0,9.7,17.2,226.8,191,5.2,1625,1.5,4.6,900,2,2,0,0,0,0,0
38,2,7,0,1,7.2,23.9,257,197,2.1,3277,3.8,2.6,866,1,1,2,1,1,1,1
40,1,0,7,0,4.8,27.9,10.2,58,2.9,8493,1,1.3,1390,4,4,1,0,0,0,0
35,1,1,5,0,1.5,13,167.7,179,1.9,4896,6.5,1.9,1122,1,1,1,0,0,0,0
15,1,1,7,0,1.8,37.1,177.5,101,2.8,1948,4.2,4.1,1780,0,0,1,0,0,0,0
43,2,0,6,0,8.4,39.5,211.5,124,1,9045,5.1,3.9,1340,4,4,3,0,0,0,0
15,0,2,1,0,6.1,8.1,136.2,140,4.9,8015,6.8,4,1087,0,0,1,0,0,0,0
22,1,7,8,0,10.4,44.5,213.9,131,6,7769,2.8,4.5,715,0,0,0,0,0,0,0
54,2,0,6,0,7.2,17.2,196.5,178,4.3,5882,3.9,4.3,1594,3,3,3,0,0,0,0
60,2,3,0,1,1.3,25.7,18.7,146,2.4,7818,2.5,0.6,330,1,1,2,1,1,1,1
40,2,9,4,0,6.8,16.4,164.7,159,3.1,4452,4.5,3.7,778,3,3,3,0,0,0,0
53,1,3,2,0,11,1.4,58.5,171,1.8,1548,4.3,5,1838,1,1,0,0,0,0,0
15,1,8,6,0,8.1,48.4,177.8,64,2.1,3891,1.6,1.2,767,3,3,0,0,0,0,0
19,2,4,5,0,5.3,33.6,15.8,112,1.8,6967,3.4,1.2,599,2,2,3,0,0,0,0
54,1,6,9,0,8.2,30.4,45.5,19,5.6,5843,2.7,0.1,625,3,3,0,0,0,0,0
17,1,3,2,0,3.1,29.2,191.8,144,4.8,8254,1.6,0.1,625,2,2,1,0,0,0,0
42,1,8,1,0,7.3,12.2,43.3,136,5.8,7945,6.1,4.2,1454,0,0,0,0,0,0,0
40,1,1,5,0,7.5,17.2,35.4,110,3.3,9255,0.9,0.4,1229,2,2,0,0,0,0,0
33,2,7,9,0,6.4,26.3,155.2,173,3.4,6794,4.3,1.5,1780,3,3,3,0,0,0,0
42,0,5,1,0,10.3,26.2,181.1,146,1.3,4969,2.3,0.9,1224,1,1,0,0,0,0,0
45,2,9,7,0,5.5,24.3,20.1,79,1.2,5252,7.4,3.8,1455,0,0,3,0,0,0,0
47,1,6,7,0,4,16.5,131.5,156,5.1,4356,3.7,0.7,1600,1,1,1,0,0,0,0
16,2,9,3,0,3.7,12.2,297.8,150,4.6,7944,7,0.9,396,3,3,3,0,0,0,0
42,1,1,2,0,3.6,18.7,177.1,65,4.2,2657,5.2,1.2,1522,1,1,1,0,0,0,0
42,2,5,4,0,5.5,35.1,97.1,188,2.9,8136,2.3,2.3,1057,1,1,3,0,0,0,0
41,0,1,4,0,11.2,42.1,271.6,109,2.4,4546,2.4,3.7,892,3,3,0,0,0,0,0
23,1,2,0,1,9.8,23.8,198.4,154,2.1,6418,6,1.7,460,0,0,2,1,1,1,1
25,0,8,8,0,8.2,46.5,28.6,144,1.4,2557,1.5,2.6,323,2,2,0,0,0,0,0
55,1,5,8,0,7,39.3,12.8,180,5.1,7368,4.9,2.2,1733,1,1,0,0,0,0,0
47,0,2,2,0,8.5,18.4,149.2,25,1.3,8862,5.4,1,969,0,0,0,0,0,0,0
24,1,9,2,0,6.4,36,264.4,176,2,2383,2.1,1.3,1798,1,1,0,0,0,0,0
19,0,3,6,0,3,12.3,273.5,66,4.8,8996,5.1,3.6,526,1,1,1,0,0,0,0
35,0,1,7,0,10.6,28.2,161.1,147,3,7666,2.5,3.5,1266,4,4,0,0,0,0,0
28,0,5,8,0,11.8,42.1,289.8,19,2.9,5593,3.5,3.5,1856,0,0,0,0,0,0,0
58,2,5,4,0,8.9,6.6,216.5,161,0.9,1299,1.3,4.8,1335,4,4,3,0,0,0,0
52,1,3,7,0,6.1,19.9,222.2,163,2.3,9419,3.1,3.8,766,2,2,0,0,0,0,0
16,1,7,5,0,7.9,48.2,24.9,109,2.7,8747,7.4,3.5,1667,3,3,0,0,0,0,0
21,0,8,1,0,1.4,30.6,146.1,126,1.1,6442,3.2,1.1,180,2,2,1,0,0,0,0
42,0,6,0,1,8.3,35.7,287.6,128,0.8,6746,6.2,3.2,1709,2,2,2,1,1,1,1
23,0,8,5,0,5.3,37.6,218.9,43,5.1,3202,4.9,0.6,842,4,4,1,0,0,0,0
55,0,6,8,0,9.2,31,265.8,13,1.9,6710,2.6,4.6,1520,2,2,0,0,0,0,0
30,1,8,2,0,1.9,29,68.7,86,4.1,4045,6,4.5,637,0,0,1,0,0,0,0
17,0,8,4,0,8.5,6.9,57.6,27,2.7,9230,1.4,1.8,1735,1,1,0,0,0,0,0
30,2,3,1,0,5.9,46.8,45.7,190,4.4,4909,3.6,4.5,612,0,0,3,0,0,0,0
22,1,9,3,0,6.7,33,289.2,179,4,4777,1.3,1.9,1180,2,2,0,0,0,0,0
19,1,4,3,0,3.3,26.5,211.5,65,5.4,1760,3.4,3.8,1813,3,3,1,0,0,0,0
45,0,8,7,0,3.7,27.2,245.9,44,2.7,166,7.7,3.2,1623,2,2,1,0,0,0,0
36,0,7,0,1,2.1,34.6,124.3,104,6,5381,5.5,4.3,869,0,0,2,1,1,1,1
53,1,6,2,0,9.4,36.4,193.8,175,4.3,5916,7.3,2.8,944,1,1,0,0,0,0,0
33,0,5,2,0,5.9,1.9,232.2,16,5.4,6978,6.2,0.6,1062,1,1,1,0,0,0,0
45,1,8,5,0,2.8,26.8,274.1,109,0.6,9469,2.7,0.5,1974,3,3,1,0,0,0,0
32,1,4,1,0,7.9,47.8,247.1,138,5.7,5209,3.4,2.9,1240,0,0,0,0,0,0,0
46,2,8,3,0,6.7,16.4,198.8,133,3.7,2030,7.4,3.8,666,0,0,3,0,0,0,0
26,1,5,6,0,8.4,17.4,278.5,81,4.8,790,0.6,3,1880,4,4,0,0,0,0,0
16,1,3,0,1,9.9,35.1,180.2,20,2.1,1356,7.2,2.4,1608,3,3,2,1,1,1,1
30,2,0,9,0,4.7,16.7,75.7,31,5.4,466,1.7,0.8,1356,4,4,3,0,0,0,0
49,1,6,1,0,8.8,3.2,21.2,158,1.3,7793,6.5,1.9,1287,1,1,0,0,0,0,0
45,2,4,9,0,2.3,45.9,55.3,120,4.4,2958,6.6,1.7,1019,1,1,3,0,0,0,0
18,1,1,0,1,9.1,25.8,52,64,1.3,8107,7.2,2.5,172,4,4,2,1,1,1,1
45,0,2,3,0,12,20.5,132.7,142,5.4,3734,5.6,4.5,437,1,1,0,0,0,0,0
60,0,7,3,0,10.3,40.5,244.2,110,1.4,8432,1.2,4,1406,0,0,0,0,0,0,0
58,1,5,1,0,8.1,9.3,268.1,174,4.6,4426,0.9,3.6,391,3,3,0,0,0,0,0
27,2,6,8,0,4.6,36.7,8,127,4.7,5559,3.6,4.9,228,0,0,3,0,0,0,0
23,0,1,1,0,7,46.6,110.2,164,3.8,6203,2.9,2.7,288,2,2,0,0,0,0,0
38,1,1,0,1,8.5,23.6,140,129,2.6,1262,2.2,1,148,4,4,2,1,1,1,1
19,0,6,9,0,5.5,1.3,106.1,128,4.1,7888,3.5,3.8,1793,1,1,1,0,0,0,0
16,1,8,6,0,5.3,29.9,37.8,125,2.6,5136,2.8,0,362,1,1,1,0,0,0,0
22,0,1,3,0,5.6,16.8,53.1,180,3.3,4756,7.6,1.3,910,1,1,1,0,0,0,0
36,2,0,5,0,3.8,48.1,225.5,48,2.2,3143,6.4,1.2,326,0,0,3,0,0,0,0
50,2,2,6,0,5.5,25.8,30.5,169,3.5,6461,6.2,2.7,1271,0,0,3,0,0,0,0
16,2,7,0,1,6.9,10.8,67.2,195,2.1,235,0.5,0.9,579,2,2,2,1,1,1,1
52,0,1,3,0,2.7,31.8,151.2,12,5.2,7296,1.2,1.5,1763,4,4,1,0,0,0,0
59,2,5,0,1,9.8,2.6,95,15,5.9,3535,5.7,4.6,1038,2,2,2,1,1,1,1
39,1,5,0,1,9.4,10.2,221.4,159,3,9696,2.9,2.7,319,4,4,2,1,1,1,1
41,0,0,5,0,4,37.4,169.2,87,2.3,8170,5.7,4.4,833,0,0,1,0,0,0,0
26,1,9,1,0,7.4,10.9,290.8,89,0.9,9329,7.6,3.8,1165,1,1,0,0,0,0,0
58,1,7,6,0,11.7,44.2,106.6,160,5.9,9703,1.8,4,123,4,4,0,0,0,0,0
27,2,2,6,0,7.1,37.5,43.7,183,1.6,383,7.3,1.2,885,3,3,3,0,0,0,0
56,1,1,5,0,7.7,37.8,123,125,5.7,8310,5.3,0.6,432,1,1,0,0,0,0,0
52,0,4,7,0,8.9,10.1,12.5,19,4.6,1186,4.4,0.1,527,0,0,0,0,0,0,0
56,1,2,0,1,11.2,32.2,14.2,13,5.5,6868,6,4.1,1626,2,2,2,1,1,1,1
48,1,9,8,0,4.4,30.8,89.3,44,2.5,4770,1.8,3.9,397,3,3,1,0,0,0,0
52,1,0,9,0,10.5,47.6,209.7,42,2.2,2801,6.3,0.6,134,2,2,0,0,0,0,0
47,1,9,9,0,4.2,38.8,254.6,194,1.4,6666,1.6,4.1,928,2,2,1,0,0,0,0
60,1,2,7,0,2.3,37.1,269.1,94,2.7,5816,1.9,3.5,1858,4,4,1,0,0,0,0
39,0,6,2,0,3.3,25.8,252.4,109,0.7,6334,3.9,3.3,1106,3,3,1,0,0,0,0
58,0,3,9,0,6,44,183.7,192,4.7,3267,6.9,2.5,1498,0,0,1,0,0,0,0
52,0,2,2,0,2.1,32.6,187.1,62,3.7,3098,0.9,4.9,1314,3,3,1,0,0,0,0
59,2,4,1,0,6.5,26.4,209.3,11,1.7,380,0.5,5,631,3,3,3,0,0,0,0
28,2,5,6,0,2.6,44.6,152.4,59,1.8,4481,7.6,4.9,1495,3,3,3,0,0,0,0
53,1,2,4,0,3.9,29.7,110.8,137,0.8,4889,1.8,2.5,1569,1,1,1,0,0,0,0
29,2,4,0,1,8.7,6.9,73.1,119,5.2,9726,5.5,2.1,1910,4,4,2,1,1,1,1
17,1,6,5,0,10.4,48.5,274.4,90,3,5153,6,3.9,216,2,2,0,0,0,0,0
51,2,5,4,0,2.9,30.7,192.8,180,5.2,5462,4.9,3.6,636,0,0,3,0,0,0,0
47,0,6,8,0,11,33.6,207.7,61,5.8,1022,5.6,4.8,1365,2,2,0,0,0,0,0
51,0,3,5,0,2.1,8.2,140.9,116,3.5,7284,5.7,1.7,1210,1,1,1,0,0,0,0
40,2,2,5,0,9.1,39.6,228.8,200,6,7358,3.7,1.2,1723,3,3,3,0,0,0,0
31,1,1,6,0,10.4,41.2,116.5,145,3.1,9719,3.7,0.9,1285,1,1,0,0,0,0,0
37,2,4,2,0,3.9,28.3,244.8,134,2.8,7920,2.9,4.2,977,1,1,3,0,0,0,0
